phage,host
NC_048718,NZ_CP019687.1
NC_048715,NZ_CP019687.1
NC_048692,NZ_CP019687.1
NC_048693,NZ_CP019687.1
NC_048716,NZ_CP019687.1
NC_048690,NZ_CP019687.1
NC_048689,NZ_CP019687.1
NC_021865,NZ_CP019687.1
NC_041909,NZ_CP019687.1
NC_048691,NZ_CP019687.1
NC_041867,NZ_CP019687.1
NC_048714,NZ_CP019687.1
NC_015585,NZ_CP034148.1
NC_048766,NZ_CP034148.1
NC_048751,NZ_CP034148.1
NC_048767,NZ_CP034148.1
NC_048875,NZ_CP034148.1
NC_048137,NZ_CP034148.1
NC_042120,NZ_CP034148.1
NC_047832,NZ_CP028926.1
NC_047831,NZ_CP028926.1
NC_044940,NZ_CP009125.1
NC_041878,NC_012917.1
NC_048116,NZ_CP009125.1
NC_048056,NZ_CP009125.1
NC_048117,NZ_CP009125.1
NC_048118,NZ_CP009125.1
NC_048058,NZ_CP009125.1
NC_048704,NZ_CP009125.1
NC_048061,NZ_CP009125.1
NC_048659,NZ_CP015750.1
NC_048119,NZ_CP009125.1
NC_047778,NC_012917.1
NC_047789,NZ_CP015750.1
NC_048653,NZ_CP009125.1
NC_048654,NZ_CP009125.1
NC_042131,NZ_CP009125.1
NC_048120,NZ_CP009125.1
NC_048821,NZ_CP035780.1
HQ632825,NC_005042.1
HQ634152,NC_005042.1
NC_041890,NZ_CP010341.1
NC_041891,NZ_CP010341.1
NC_041892,NZ_CP010341.1
NC_041893,NZ_CP010341.1
NC_041894,NZ_CP010341.1
NC_041895,NZ_CP010341.1
NC_041954,NC_006085.1
NC_022339,NC_006085.1
KJ578763,NC_006085.1
KJ578764,NC_006085.1
JX570711,NC_006085.1
NC_027380,NC_006085.1
KJ578766,NC_006085.1
JX570703,NC_006085.1
KJ578769,NC_006085.1
NC_041955,NC_006085.1
KJ578771,NC_006085.1
JX570707,NC_006085.1
KJ578775,NC_006085.1
JX570708,NC_006085.1
KJ578777,NC_006085.1
NC_027403,NC_006085.1
NC_041956,NC_006085.1
NC_027347,NC_006085.1
NC_041957,NC_006085.1
NC_027405,NC_006085.1
NC_027392,NC_006085.1
NC_027376,NC_006085.1
NC_048741,NC_010554.1
NC_048803,NC_010554.1
NC_047858,NC_010554.1
NC_042090,NC_010554.1
NC_048861,NC_010554.1
NC_048086,NC_010554.1
NC_041925,NC_010554.1
NC_048148,NC_017731.1
KC542353,NZ_CP013187.1
NC_000867,NZ_CP011028.1
NC_004665,NC_021505.1
NC_010821,NZ_CP027738.1
NC_047965,NZ_CP048408.1
NC_019923,NC_021505.1
NC_031014,NZ_FOQB01000027.1
NC_027292,NZ_CP048408.1
NC_041881,NC_021505.1
NC_047997,NZ_CP048408.1
NC_048003,NZ_CP048408.1
"NC_004173, NC_004174, NC_004175",NZ_FOQB01000027.1
"NC_004170, NC_004171, NC_004172",NZ_FOQB01000027.1
NC_015208,NC_021505.1
"NC_012091, NC_012092, NC_012093",NZ_FOQB01000027.1
"NC_003299, NC_003300, NC_003301",NZ_FOQB01000027.1
NC_047933,NZ_CP014135.1
NC_041880,NC_021505.1
JN175269,NZ_PHHD01000001.1
NC_048687,NZ_CP048408.1
NC_047902,NZ_FNKM01000002.1
NC_023006,NZ_QANO01000198.1
NC_023005,NZ_QANO01000198.1
NC_049456,NC_021505.1
NC_047874,NZ_CP048408.1
NC_047888,NZ_CP009764.1
NC_047751,NZ_CP009764.1
NC_010811,NZ_CP009764.1
NC_041911,NZ_CP009764.1
NC_047982,NZ_CP009764.1
NC_047816,NZ_CP009764.1
NC_047804,NZ_CP009764.1
NC_025454,NZ_CP009764.1
AB931172,NZ_CP009764.1
NC_023736,NZ_CP009764.1
NC_022917,NZ_CP009764.1
NC_029007,NZ_CP009764.1
NC_022915,NZ_CP009764.1
NC_008574,NZ_CP009764.1
AB981170,NZ_CP009764.1
NC_049432,NZ_CP009764.1
NC_047946,NZ_CP009764.1
NC_047930,NZ_CP009764.1
NC_021866,NZ_CP009764.1
NC_021862,NZ_CP009764.1
NC_025115,NZ_CP009764.1
NC_047800,NZ_CP009764.1
NC_009382,NZ_CP009764.1
NC_048682,NZ_CP046672.1
NC_011103,NZ_RPMX01000001.1
NC_047738,NZ_QLMF01000001.1
NC_047868,NZ_QLMF01000001.1
JX483875,NZ_QLMF01000001.1
NC_047869,NZ_QLMF01000001.1
NC_047870,NZ_QLMF01000001.1
NC_048669,NC_012490.1
NC_047974,NC_012490.1
NC_048782,NC_012490.1
NC_048708,NC_012490.1
NC_042040,NC_012490.1
NC_041887,NC_012490.1
NC_048784,NC_012490.1
NC_049372,NZ_CP027407.1
NC_041958,NZ_CP027407.1
NC_049345,NZ_CH724157.1
NC_042348,NC_007677.1
NC_042352,NC_007677.1
NC_047844,NZ_CP050013.1
NC_048668,NZ_CP050013.1
NC_041917,NZ_CP050013.1
NC_021563,NZ_CP050013.1
NC_048792,NZ_CP050013.1
NC_048759,NZ_CP050013.1
NC_049464,NZ_CP050013.1
NC_048800,NZ_CP050013.1
NC_048758,NZ_CP050013.1
NC_047774,NZ_CP050013.1
NC_042047,NZ_CP014474.1
NC_048736,NZ_CP050013.1
NC_047824,NC_009438.1
NC_013693,NZ_LPTR01000009.1
NC_049455,NZ_LPTR01000009.1
NC_023589,NZ_LPTR01000009.1
NC_047847,NZ_MSJW02000001.1
NC_042076,NZ_LPTR01000009.1
NC_042077,NZ_NQCD01000010.1
NC_042039,NZ_LPTR01000009.1
NC_042039,NZ_MSJW02000001.1
NC_042039,NZ_NQCD01000010.1
NC_047881,NZ_NQCD01000010.1
NC_041995,NZ_NQCD01000010.1
NC_048150,NZ_NQCD01000010.1
NC_049820,NZ_MSJW02000001.1
NC_049469,NZ_RPMX01000001.1
NC_041929,NZ_RPMX01000001.1
NC_048029,NZ_CP035765.1
NC_003793,NZ_AMGI01000001.1
AJ969242,NZ_CP013197.1
NC_009987,NZ_CP010899.1
NC_041928,NZ_CP035288.1
NC_047814,NZ_CP035288.1
NC_020490,NZ_CP033732.1
NC_019915,NZ_CP007601.1
NC_048192,NC_014925.1
NC_008722,NZ_CP035288.1
NC_048804,NC_011071.1
NC_048802,NC_011071.1
NC_043029,NC_011071.1
NC_049463,NC_011071.1
NC_021569,NC_011071.1
NC_042082,NC_011071.1
NC_048755,NC_011071.1
NC_029030,NZ_CP013237.1
NC_042114,NZ_FEBQ01000001.1
JX409895,NZ_CP008813.1
JX409894,NZ_CP008813.1
NC_012884,NZ_CP013237.1
NC_028984,NZ_CP013237.1
DQ113772,NZ_FEBQ01000001.1
NC_009819,NC_012470.1
KC348598,NC_012924.1
KC348599,NC_012924.1
KC348600,NC_012924.1
KC348601,NC_012924.1
NC_030946,NZ_FEBQ01000001.1
KC348604,NC_012924.1
KJ617393,NZ_FEBQ01000001.1
KJ417497,NZ_FEBQ01000001.1
NC_022776,NZ_CP035306.1
NC_047763,NZ_CP035306.1
NC_042051,NZ_JYBE02000001.1
NC_048719,NZ_JYBE02000001.1
NC_047905,NZ_DF968184.1
NC_042105,NZ_GG657757.1
NC_048720,NZ_JYBE02000001.1
NC_048728,NZ_JYBE02000001.1
NC_048072,NZ_CP023691.1
NC_042016,NZ_JYBE02000001.1
NC_048706,NC_013929.1
NC_048742,NZ_MTKC01000002.1
NC_042052,NZ_JYBE02000001.1
NC_048686,NZ_JYBE02000001.1
NC_048724,NZ_JYBE02000001.1
NC_048155,NZ_JYBE02000001.1
NC_048723,NZ_JYBE02000001.1
NC_042008,NZ_GG657757.1
NC_042009,NZ_JYBE02000001.1
NC_042010,NZ_JYBE02000001.1
NC_041856,NZ_JAANOB010000217.1
NC_018836,NZ_MDFG01000001.1
NC_019414,NZ_BBQG01000095.1
NC_047795,NZ_JYBE02000001.1
NC_041889,NZ_DF968184.1
NC_047906,NZ_DF968184.1
NC_042012,NZ_JYBE02000001.1
NC_042042,NC_013929.1
NC_048721,NZ_JYBE02000001.1
NC_048154,NZ_JYBE02000001.1
NC_048722,NZ_JYBE02000001.1
NC_048684,NZ_GG657757.1
NC_018853,NC_016111.1
NC_003157,NZ_CP010450.1
NC_049340,NZ_CP020822.1
NC_019930,NZ_HF571038.1
NC_009804,NC_006461.1
NC_015210,NZ_LR131273.1
NC_030916,NZ_LR131273.1
JF713456,NZ_CP009467.1
NC_049430,NZ_CP031055.1
NC_048121,NZ_MDBB01000001.1
NC_048122,NZ_MDBB01000001.1
NC_048066,NZ_CP039700.1
NC_048123,NZ_CP039700.1
NC_048124,NZ_MDBB01000001.1
NC_048125,NZ_MDBB01000001.1
NC_048747,NZ_CP042449.1
KJ572844,NZ_AP014524.1
NC_042100,NZ_CP042449.1
NC_047737,NZ_CP042449.1
NC_042094,NZ_CP009467.1
KM612260,NZ_AP014524.1
KM612261,NZ_AP014524.1
KM612262,NZ_AP014524.1
KM612263,NZ_AP014524.1
NC_021067,NZ_CP031055.1
NC_021073,NZ_CP031055.1
HQ641353,NZ_AP014524.1
HQ641354,NZ_AP014524.1
HQ641352,NZ_AP014524.1
HQ641351,NZ_AP014524.1
HQ641350,NZ_AP014524.1
HQ641349,NZ_AP014524.1
HQ641348,NZ_AP014524.1
HQ641346,NZ_AP014524.1
KM224878,NZ_AP014524.1
HQ641344,NZ_AP014524.1
HQ641343,NZ_AP014524.1
HQ641341,NZ_AP014524.1
KM612265,NZ_AP014524.1
NC_042074,NZ_AP014524.1
NC_047882,NZ_AP014524.1
NC_049380,NZ_AP014524.1
NC_047741,NZ_AP014524.1
NC_005083,NZ_CP031781.1
NC_021070,NZ_CP031055.1
NC_041916,NZ_CP031781.1
NC_027368,NC_014965.1
NC_019529,NZ_CP031781.1
NC_029057,NZ_CP031781.1
NC_023569,NZ_CP031781.1
NC_041910,NC_014965.1
NC_042095,NZ_CP009467.1
NC_048779,NZ_CP042449.1
NC_049477,NZ_CP042449.1
NC_048827,NZ_AP014524.1
NC_019722,NZ_CP031781.1
NC_048035,NZ_CP031781.1
NC_048036,NZ_CP031781.1
NC_019713,NZ_CP031781.1
NC_048167,NZ_CP031781.1
NC_048041,NZ_CP031781.1
NC_049379,NZ_CP031055.1
NC_049350,NZ_AP014524.1
NC_047903,NZ_CP031781.1
NC_005949,NZ_CP031781.1
NC_002362,NZ_CP031781.1
NC_002363,NZ_CP031781.1
JQ780163,NZ_AP014524.1
NC_042136,NZ_CP009467.1
NC_027981,NZ_CP031781.1
NC_047803,NZ_CP042449.1
NC_012662,NZ_CP031781.1
NC_026610,NZ_CP031781.1
NC_021776,NZ_CP031781.1
KJ936628,NZ_CP031781.1
NC_005948,NZ_CP031781.1
NC_009016,NZ_CP031781.1
NC_003907,NZ_CP031781.1
JN849462,NZ_CP031781.1
NC_020205,NZ_CP009016.1
NC_047962,NZ_CP058243.1
NC_048703,NZ_ORZE01000263.1
AB910602,NZ_CP009016.1
NC_042345,NC_004556.1
NC_042344,NC_004556.1
NC_047805,NZ_CWGL01000001.1
NC_027353,NC_017168.1
NC_047755,NZ_CWGL01000001.1
NC_027404,NZ_LR134373.1
NC_048108,NZ_LR134373.1
JX000007,NC_017168.1
NC_025451,NZ_CWGL01000001.1
JQ957925,NC_017168.1
JQ965702,NC_017168.1
JQ965701,NC_017168.1
NC_047939,NC_017168.1
NC_047940,NC_017168.1
